Starttime,Endtime,Hall,Production
2013-10-17 10:00:00,2013-10-17 17:00:00,Diverse Zalen,6373
2013-10-17 10:00:00,2013-10-17 17:00:00,Andere locatie,7221
2013-10-17 10:00:00,2013-10-17 17:00:00,Zolder Domzaal,7229
2013-10-17 10:00:00,2013-10-17 22:00:00,Balzaal,7359
2013-10-17 10:00:00,2013-10-17 22:00:00,Brugzaal,7359
2013-10-17 10:00:00,2013-10-17 22:00:00,Wintertuin,7359
2013-10-17 20:00:00,2013-10-17 22:00:00,"NTGent, Sint-Baafsplein 17",6997
2013-10-17 20:00:00,2013-10-17 21:00:00,\N,7201
2013-10-17 20:00:00,2013-10-17 22:00:00,Domzaal,7283
2013-10-17 20:30:00,2013-10-17 21:30:00,Op Locatie,6023
2013-10-17 22:00:00,2013-10-18 05:00:00,Concertzaal,7193
2013-10-17 22:00:00,2013-10-17 22:30:00,Locatie,7231
2013-10-17 22:00:00,2013-10-17 22:30:00,Op Locatie,7231
2013-10-18 10:00:00,2013-10-18 17:00:00,Vooruit,5962
2013-10-18 10:00:00,2013-10-18 17:00:00,Diverse Zalen,6373
2013-10-18 10:00:00,2013-10-18 17:00:00,Andere locatie,7221
2013-10-18 10:00:00,2013-10-18 17:00:00,Zolder Domzaal,7229
2013-10-18 10:00:00,2013-10-18 22:00:00,Balzaal,7359
2013-10-18 10:00:00,2013-10-18 22:00:00,Brugzaal,7359
2013-10-18 10:00:00,2013-10-18 22:00:00,Wintertuin,7359
2013-10-18 11:00:00,2013-10-18 18:00:00,Op Locatie,6101
2013-10-18 11:00:00,2013-10-18 15:00:00,Op Locatie,7181
2013-10-18 11:00:00,2013-10-18 15:00:00,Locatie,7207
2013-10-18 14:00:00,2013-10-18 18:30:00,Foyer Theaterzaal ,7213
2013-10-18 19:00:00,2013-10-18 19:30:00,Dansstudio,7175
2013-10-18 20:00:00,2013-10-18 21:30:00,Domzaal,6931
2013-10-18 20:00:00,2013-10-18 21:00:00,Op Locatie,7181
2013-10-18 20:00:00,2013-10-18 21:00:00,\N,7201
2013-10-19 10:00:00,2013-10-19 18:00:00,Vooruit,5962
2013-10-19 10:00:00,2013-10-19 17:00:00,Diverse Zalen,6373
2013-10-19 10:00:00,2013-10-19 18:00:00,Andere locatie,7221
2013-10-19 10:00:00,2013-10-19 18:00:00,Zolder Domzaal,7229
2013-10-19 10:00:00,2013-10-19 22:00:00,Brugzaal,7359
2013-10-19 10:00:00,2013-10-19 22:00:00,Wintertuin,7359
2013-10-19 10:00:00,2013-10-19 22:00:00,Balzaal,7359
2013-10-19 12:30:00,2013-10-19 16:30:00,Op Locatie,7215
2013-10-19 14:00:00,2013-10-19 15:00:00,Op Locatie,7181
2013-10-19 15:00:00,2013-10-19 17:00:00,Rondleidingen,5943
2013-10-19 16:00:00,2013-10-19 17:00:00,Op Locatie,6947
2013-10-19 18:00:00,2013-10-19 19:00:00,Op Locatie,6947
2013-10-19 18:30:00,2013-10-19 19:30:00,Op Locatie,7205
2013-10-19 20:00:00,2013-10-19 21:40:00,Theaterzaal,6947
2013-10-19 22:00:00,2013-10-19 23:30:00,Domzaal,6931
2013-10-19 22:00:00,2013-10-19 23:00:00,\N,7201
2013-10-19 23:00:00,2013-10-20 06:00:00,Concertzaal,7147
2013-10-20 10:00:00,2013-10-20 18:00:00,Vooruit,5962
2013-10-20 10:00:00,2013-10-20 17:00:00,Diverse Zalen,6373
2013-10-20 10:00:00,2013-10-20 18:00:00,Andere locatie,7221
2013-10-20 10:00:00,2013-10-20 18:00:00,Zolder Domzaal,7229
2013-10-20 10:00:00,2013-10-20 22:00:00,Balzaal,7359
2013-10-20 10:00:00,2013-10-20 22:00:00,Brugzaal,7359
2013-10-20 10:00:00,2013-10-20 22:00:00,Wintertuin,7359
2013-10-20 11:00:00,2013-10-20 13:00:00,Rondleidingen,5943
2013-10-20 11:00:00,2013-10-20 18:00:00,Op Locatie,6101
2013-10-20 12:30:00,2013-10-20 16:30:00,Op Locatie,7215
2013-10-20 15:00:00,2013-10-20 17:00:00,Rondleidingen,5943
2013-10-20 15:00:00,2013-10-20 16:30:00,Domzaal,7179
2013-10-20 18:30:00,2013-10-20 19:30:00,Op Locatie,7205
2013-10-21 10:00:00,2013-10-21 17:00:00,Andere locatie,7221
2013-10-21 10:00:00,2013-10-21 17:00:00,Zolder Domzaal,7229
2013-10-21 10:00:00,2013-10-21 22:00:00,Balzaal,7359
2013-10-21 10:00:00,2013-10-21 22:00:00,Brugzaal,7359
2013-10-21 10:00:00,2013-10-21 22:00:00,Wintertuin,7359
2013-10-22 10:00:00,2013-10-22 17:00:00,Andere locatie,7221
2013-10-22 10:00:00,2013-10-22 17:00:00,Zolder Domzaal,7229
2013-10-22 10:00:00,2013-10-22 22:00:00,Balzaal,7359
2013-10-22 10:00:00,2013-10-22 22:00:00,Brugzaal,7359
2013-10-22 10:00:00,2013-10-22 22:00:00,Wintertuin,7359
2013-10-22 22:00:00,2013-10-23 05:00:00,Concertzaal,7289
2013-10-23 10:00:00,2013-10-23 17:00:00,Vooruit,5962
2013-10-23 10:00:00,2013-10-23 17:00:00,Diverse Zalen,6373
2013-10-23 10:00:00,2013-10-23 17:00:00,Andere locatie,7221
2013-10-23 10:00:00,2013-10-23 17:00:00,Zolder Domzaal,7229
2013-10-23 10:00:00,2013-10-24 07:00:00,Wintertuin,7369
2013-10-23 18:30:00,2013-10-23 19:30:00,Op Locatie,7205
2013-10-23 19:00:00,2013-10-23 19:30:00,Dansstudio,7175
2013-10-23 20:00:00,2013-10-23 21:00:00,Domzaal,6857
2013-10-24 10:00:00,2013-10-24 17:00:00,Vooruit,5962
2013-10-24 10:00:00,2013-10-24 17:00:00,Diverse Zalen,6373
2013-10-24 10:00:00,2013-10-24 17:00:00,Andere locatie,7221
2013-10-24 10:00:00,2013-10-24 17:00:00,Zolder Domzaal,7229
2013-10-24 10:00:00,2013-10-24 20:00:00,Balzaal,7359
2013-10-24 10:00:00,2013-10-25 07:00:00,Brugzaal,7359
2013-10-24 10:00:00,2013-10-25 07:00:00,Wintertuin,7359
2013-10-24 20:00:00,2013-10-24 21:20:00,Theaterzaal,6859
2013-10-24 22:00:00,2013-10-25 05:00:00,Concertzaal,7269
2013-10-25 07:00:00,2013-10-26 07:00:00,Brugzaal,7359
2013-10-25 07:00:00,2013-10-26 07:00:00,Wintertuin,7359
2013-10-25 08:00:00,2013-10-25 10:00:00,Café,5937
2013-10-25 10:00:00,2013-10-25 17:00:00,Vooruit,5962
2013-10-25 10:00:00,2013-10-25 17:00:00,Diverse Zalen,6373
2013-10-25 10:00:00,2013-10-25 17:00:00,Andere locatie,7221
2013-10-25 10:00:00,2013-10-25 17:00:00,Zolder Domzaal,7229
2013-10-25 10:00:00,2013-10-25 20:00:00,Balzaal,7359
2013-10-25 11:00:00,2013-10-25 18:00:00,Op Locatie,6101
2013-10-25 20:30:00,2013-10-25 21:50:00,Theaterzaal,6859
2013-10-25 21:00:00,2013-10-26 05:00:00,Concertzaal,6885
2013-10-26 10:00:00,2013-10-26 18:00:00,Vooruit,5962
2013-10-26 10:00:00,2013-10-26 17:00:00,Diverse Zalen,6373
2013-10-26 10:00:00,2013-10-26 18:00:00,Andere locatie,7221
2013-10-26 10:00:00,2013-10-26 18:00:00,Zolder Domzaal,7229
2013-10-26 11:00:00,2013-10-26 19:00:00,Diverse Zalen,7217
2013-10-26 11:00:00,2013-10-26 12:00:00,Theaterzaal,7407
2013-10-26 12:00:00,2013-10-26 17:00:00,Op Locatie,6377
2013-10-26 12:30:00,2013-10-26 17:00:00,Dansstudio,7407
2013-10-26 12:30:00,2013-10-26 14:30:00,Foyer Theaterzaal ,7407
2013-10-26 14:00:00,2013-10-26 19:00:00,Balzaal,7211
2013-10-26 14:00:00,2000-10-26 15:00:00,Op Locatie,7241
2013-10-26 14:00:00,2013-10-26 19:00:00,Balzaal,7359
2013-10-26 15:00:00,2013-10-26 17:00:00,Rondleidingen,5943
2013-10-26 15:00:00,2013-10-26 15:30:00,Dansstudio,7175
2013-10-26 17:00:00,2013-10-26 19:00:00,Brugzaal,7359
2013-10-26 17:00:00,2013-10-26 19:00:00,Wintertuin,7359
2013-10-26 20:00:00,2013-10-26 21:20:00,Theaterzaal,6859
2013-10-26 20:00:00,2013-10-26 22:00:00,"NTGent, Sint-Baafsplein 17",7003
2013-10-26 22:30:00,2013-10-27 05:00:00,Balzaal,7407
2013-10-26 23:00:00,2013-10-27 06:00:00,Concertzaal,7149
2013-10-27 10:00:00,2013-10-27 18:00:00,Vooruit,5962
2013-10-27 10:00:00,2013-10-27 17:00:00,Diverse Zalen,6373
2013-10-27 10:00:00,2013-10-27 17:00:00,Andere locatie,7221
2013-10-27 11:00:00,2013-10-27 13:00:00,Rondleidingen,5943
2013-10-27 11:00:00,2013-10-27 18:00:00,Op Locatie,6101
2013-10-27 15:00:00,2013-10-27 16:00:00,Rondleidingen,5943
2013-10-27 20:00:00,2013-10-27 22:00:00,"NTGent, Sint-Baafsplein 17",7003
2013-10-29 22:00:00,2013-10-30 05:00:00,Concertzaal,7281
2013-10-30 19:30:00,2013-10-31 01:00:00,Concertzaal,7043
2013-11-01 19:30:00,2013-11-01 22:30:00,Balzaal,6629
2013-11-01 19:30:00,2013-11-02 01:00:00,Concertzaal,6663
2013-11-01 23:00:00,2013-11-02 05:00:00,Balzaal,7131
2013-11-02 22:00:00,2013-11-03 06:00:00,Concertzaal,7155
2013-11-02 22:00:00,2013-11-03 05:00:00,Balzaal,7249
2013-11-05 07:00:00,2013-11-06 07:00:00,Minard,6985
2013-11-06 07:00:00,2013-11-07 07:00:00,Minard,6985
2013-11-06 22:00:00,2013-11-07 05:00:00,Concertzaal,7419
2013-11-07 07:00:00,2013-11-08 07:00:00,Minard,6985
2013-11-07 22:00:00,2013-11-08 05:00:00,Concertzaal,7421
2013-11-08 07:00:00,2013-11-09 07:00:00,Minard,6985
2013-11-08 20:00:00,2013-11-08 22:00:00,"NTGent, Sint-Baafsplein 17",6999
2013-11-08 20:00:00,2013-11-08 22:00:00,Domzaal,7035
2013-11-08 20:30:00,2013-11-09 00:30:00,Concertzaal,7083
2013-11-08 22:00:00,2013-11-09 05:00:00,Balzaal,7423
2013-11-09 07:00:00,2013-11-10 07:00:00,Minard,6985
2013-11-09 20:00:00,2013-11-09 22:00:00,"NTGent, Sint-Baafsplein 17",6999
2013-11-09 22:00:00,2013-11-10 06:00:00,Concertzaal,7383
2013-11-10 07:00:00,2013-11-11 07:00:00,Minard,6985
2013-11-10 19:30:00,2013-11-11 01:00:00,Concertzaal,7243
2013-11-11 07:00:00,2013-11-12 07:00:00,Minard,6985
2013-11-12 07:00:00,2013-11-13 07:00:00,Minard,6985
2013-11-13 19:30:00,2013-11-13 22:00:00,Theaterzaal,6635
2013-11-13 20:00:00,2013-11-13 21:20:00,Minard,6985
2013-11-13 21:00:00,2013-11-14 01:00:00,Concertzaal,7107
2013-11-14 19:00:00,2013-11-14 22:30:00,Concertzaal,6883
2013-11-14 20:00:00,2013-11-14 21:20:00,Minard,6985
2013-11-15 19:30:00,2013-11-16 05:00:00,Concertzaal,7041
2013-11-15 19:30:00,2013-11-15 23:00:00,Balzaal,7077
2013-11-15 20:00:00,2013-11-15 21:20:00,Minard,6985
2013-11-15 23:00:00,2013-11-16 05:00:00,Balzaal,7209
2013-11-16 20:00:00,2013-11-16 21:20:00,Minard,6985
2013-11-16 21:00:00,2013-11-17 03:00:00,Balzaal,7431
2013-11-19 20:00:00,2013-11-19 21:20:00,Minard,6985
2013-11-20 20:00:00,2013-11-20 21:20:00,Minard,6985
2013-11-21 20:00:00,2013-11-21 22:00:00,Minard,6985
2013-11-21 22:00:00,2013-11-22 05:00:00,Concertzaal,7445
2013-11-22 19:30:00,2013-11-23 05:00:00,Balzaal,7187
2013-11-23 07:00:00,2013-11-24 07:00:00,Balzaal,7543
2013-11-23 23:00:00,2013-11-24 06:00:00,Concertzaal,7429
2013-11-24 13:30:00,2013-11-24 17:00:00,Balzaal,7543
2013-11-25 15:00:00,2013-11-25 18:00:00,Domzaal,6953
2013-11-26 12:30:00,2013-11-26 18:00:00,Foyer Theaterzaal ,7545
2013-11-26 14:00:00,2013-11-26 17:00:00,Café,7547
2013-11-26 20:00:00,2013-11-26 21:30:00,Domzaal,6953
2013-11-27 14:00:00,2013-11-27 17:00:00,Café,7549
2013-11-27 20:00:00,2013-11-27 21:30:00,Domzaal,6953
2013-11-28 19:30:00,2013-11-28 22:00:00,Theaterzaal,7239
2013-11-28 22:00:00,2013-11-29 05:00:00,Concertzaal,7441
2013-11-28 23:00:00,2013-11-29 04:00:00,Balzaal,7433
2013-11-29 19:30:00,2013-11-30 03:00:00,Balzaal,7403
2013-11-30 10:00:00,2013-11-30 12:00:00,Theaterzaal,7449
2013-11-30 21:00:00,2013-12-01 05:00:00,Balzaal,7437
2013-11-30 22:30:00,2013-12-01 06:00:00,Concertzaal,7435
2013-12-01 15:00:00,2013-12-01 20:00:00,Foyer Theaterzaal ,7553
2013-12-01 15:30:00,2013-12-01 22:00:00,Concertzaal,7551
2013-12-01 19:30:00,2013-12-02 01:00:00,Balzaal,7025
2013-12-02 13:00:00,2013-12-02 15:00:00,Grote Kamer,7517
2013-12-02 19:00:00,2013-12-02 22:00:00,Foyer Theaterzaal ,7483
2013-12-03 09:00:00,2013-12-03 17:00:00,\N,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,Majolica,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,Antiekzolder,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,Grote Kamer,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,Theaterzaal,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,Concertzaal,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,Domzaal,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,Balzaal,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,Dansstudio,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,Brugzaal,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,Foyer Theaterzaal ,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,Mokabon,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,\N,7485
2013-12-03 09:00:00,2013-12-03 17:00:00,Diverse Zalen,7485
2013-12-04 19:00:00,2013-12-04 21:30:00,Balzaal,7563
2013-12-05 12:30:00,2013-12-06 04:00:00,Diverse Zalen,7401
2013-12-05 20:00:00,2013-12-06 04:00:00,Concertzaal,7275
2013-12-06 12:00:00,2013-12-06 04:00:00,Diverse Zalen,7401
2013-12-07 20:00:00,2013-12-08 04:00:00,Concertzaal,7277
2013-12-12 20:00:00,2013-12-12 23:00:00,Theaterzaal,7017
2013-12-13 19:30:00,2013-12-14 01:00:00,Balzaal,7565
2013-12-13 20:00:00,2013-12-13 01:00:00,Diverse Zalen,7581
2013-12-13 20:40:00,2013-12-14 01:00:00,Balzaal & Brugzaal,7645
2013-12-14 19:30:00,2013-12-15 05:00:00,Balzaal,7565
2013-12-14 20:00:00,2013-12-15 00:10:00,Brugzaal,7651
2013-12-14 20:30:00,2013-12-15 01:00:00,Balzaal & Brugzaal,7645
2013-12-18 19:30:00,2013-12-19 01:00:00,Concertzaal,7247
2013-12-18 19:30:00,2013-12-18 23:00:00,Balzaal,7593
2013-12-20 20:00:00,2013-12-20 22:00:00,"NTGent, Sint-Baafsplein 17",6999
2013-12-20 23:00:00,2013-12-21 06:00:00,Concertzaal,7475
2013-12-21 22:00:00,2013-12-22 05:00:00,Balzaal,7555
2013-12-21 23:00:00,2013-12-22 06:00:00,Concertzaal,7487
2013-12-28 23:00:00,2013-12-29 05:00:00,Balzaal,7117
2013-12-31 00:30:00,2013-12-31 07:00:00,Concertzaal,7591
2013-12-31 23:00:00,2014-01-01 07:00:00,Balzaal,7597
2014-01-03 17:00:00,2014-01-04 02:00:00,Balzaal,7625
2014-01-08 19:00:00,2014-01-08 23:00:00,Café,7693
2014-01-08 19:30:00,2014-01-08 23:00:00,Foyer Theaterzaal ,7695
2014-01-11 21:30:00,2014-01-12 06:00:00,Concertzaal,7663
2014-01-13 17:30:00,2014-01-13 19:00:00,Theaterzaal,7711
2014-01-14 07:00:00,2014-01-15 07:00:00,Theaterzaal,6861
2014-01-15 07:00:00,2014-01-16 07:00:00,Theaterzaal,6861
2014-01-16 20:00:00,2014-01-16 21:40:00,Theaterzaal,6861
2014-01-16 20:30:00,2014-01-16 23:30:00,Balzaal,7617
2014-01-16 21:00:00,2014-01-17 02:00:00,Concertzaal,7569
2014-01-17 20:00:00,2014-01-17 21:40:00,Theaterzaal,6861
2014-01-18 19:00:00,2014-01-19 05:00:00,Concertzaal,7379
2014-01-18 20:00:00,2014-01-18 22:00:00,Dansstudio,7575
2014-01-22 07:00:00,2014-01-23 07:00:00,Theaterzaal,6863
2014-01-22 20:00:00,2014-01-22 22:00:00,Balzaal,7643
2014-01-23 20:00:00,2014-01-23 21:00:00,Theaterzaal,6863
2014-01-23 20:00:00,2014-01-23 21:30:00,Minard,6987
2014-01-23 20:00:00,2014-01-23 21:45:00,Domzaal,7481
2014-01-23 22:00:00,2014-01-23 23:00:00,Café,7571
2014-01-24 20:00:00,2014-01-24 21:00:00,Theaterzaal,6863
2014-01-24 20:00:00,2014-01-24 21:30:00,Minard,6987
2014-01-25 15:00:00,2014-01-25 16:45:00,Domzaal,7481
2014-01-25 19:30:00,2014-01-26 01:00:00,Balzaal,7373
2014-01-25 20:00:00,2014-01-25 21:30:00,Minard,6987
2014-01-25 21:30:00,2014-01-26 05:00:00,Concertzaal,7685
2014-01-26 14:00:00,2014-01-26 19:00:00,Café,7777
2014-01-26 15:00:00,2014-01-26 16:45:00,Domzaal,7481
2014-01-28 19:30:00,2014-01-29 01:00:00,Balzaal,7469
2014-01-28 20:00:00,2014-01-28 21:30:00,Theaterzaal,6643
2014-01-30 20:00:00,2014-01-30 21:10:00,Theaterzaal,6929
2014-01-30 20:00:00,2014-01-30 21:25:00,Balzaal,7519
2014-01-31 20:00:00,2014-01-31 21:05:00,Theaterzaal,6929
2014-01-31 20:30:00,2014-02-01 00:00:00,Balzaal,7619
2014-02-01 20:00:00,2014-02-01 21:05:00,Theaterzaal,6929
2014-02-01 21:00:00,2014-02-02 05:00:00,Balzaal,7653
2014-02-01 23:00:00,2014-02-02 05:00:00,Concertzaal,7627
2014-02-02 16:00:00,2014-02-02 19:00:00,Café,7719
2014-02-02 16:00:00,2014-02-02 19:00:00,Café,7773
2014-02-02 20:00:00,2014-02-02 21:05:00,Theaterzaal,6929
2014-02-03 19:00:00,2014-02-03 20:30:00,Theaterzaal,7705
2014-02-04 16:30:00,2014-02-04 21:00:00,Diverse Zalen,7739
2014-02-04 20:00:00,2014-02-04 22:00:00,\N,7707
2014-02-05 19:00:00,2014-02-05 22:30:00,Concertzaal,7573
2014-02-05 19:00:00,2014-02-05 23:00:00,Café,7697
2014-02-05 19:30:00,2014-02-05 23:00:00,Foyer Theaterzaal ,7723
2014-02-05 20:00:00,2014-02-05 21:30:00,Minard,6989
2014-02-05 20:00:00,2014-02-05 22:00:00,Balzaal,7721
2014-02-06 19:30:00,2014-02-06 23:00:00,Foyer Theaterzaal ,7725
2014-02-06 20:00:00,2014-02-06 21:30:00,Minard,6989
2014-02-06 20:00:00,2014-02-07 00:00:00,Balzaal,7621
2014-02-07 19:00:00,2014-02-08 07:00:00,Minard,7655
2014-02-07 20:00:00,2014-02-07 21:30:00,Minard,6989
2014-02-08 07:00:00,2014-02-09 07:00:00,Brug,7679
2014-02-08 20:00:00,2014-02-08 21:30:00,Minard,6989
2014-02-08 21:00:00,2014-02-09 06:00:00,Concertzaal,7675
2014-02-08 21:00:00,2014-02-09 05:00:00,Balzaal,7677
2014-02-08 21:00:00,2014-02-09 05:00:00,Brugzaal,7681
2014-02-08 21:00:00,2014-02-09 05:00:00,Café,7683
2014-02-08 21:00:00,2014-02-09 05:00:00,Diverse Zalen,7691
2014-02-09 16:00:00,2014-02-09 21:00:00,Café,7741
2014-02-09 16:00:00,2014-02-09 21:00:00,Café,7777
2014-02-11 07:00:00,2014-02-12 07:00:00,Domzaal,6915
2014-02-11 19:30:00,2014-02-12 01:00:00,Balzaal,7425
2014-02-11 19:30:00,2014-02-12 01:00:00,Concertzaal,7629
2014-02-12 19:30:00,2014-02-13 01:00:00,Concertzaal,7129
2014-02-12 20:00:00,2014-02-12 21:20:00,Domzaal,6915
2014-02-13 20:00:00,2014-02-13 22:30:00,Theaterzaal,6865
2014-02-13 22:00:00,2014-02-13 23:20:00,Domzaal,6915
2014-02-14 07:00:00,2014-02-15 07:00:00,Domzaal,6917
2014-02-14 16:00:00,2014-02-14 20:00:00,Brugzaal,7601
2014-02-14 20:00:00,2014-02-14 22:00:00,Theaterzaal,7477
2014-02-14 20:00:00,2014-02-15 05:00:00,Diverse Zalen,7477
2014-02-14 20:00:00,2014-02-14 22:00:00,Theaterzaal,7641
2014-02-14 22:00:00,2014-02-15 05:00:00,Concertzaal,7587
2014-02-14 22:00:00,2014-02-15 05:00:00,Concertzaal,7641
2014-02-14 22:00:00,2014-02-15 05:00:00,Concertzaal,7809
2014-02-15 07:00:00,2014-02-16 07:00:00,Domzaal,6917
2014-02-15 07:00:00,2014-02-16 07:00:00,Brugzaal,7605
2014-02-15 07:00:00,2014-02-16 07:00:00,Theaterzaal,7607
2014-02-15 14:00:00,2014-02-15 20:00:00,Dansstudio,7603
2014-02-15 15:00:00,2014-02-15 23:00:00,Balzaal,7479
2014-02-15 23:00:00,2014-02-16 06:00:00,Concertzaal,7451
2014-02-16 07:00:00,2014-02-17 07:00:00,Domzaal,6917
2014-02-16 14:00:00,2014-02-17 14:00:00,Theaterzaal,7607
2014-02-16 14:00:00,2014-02-16 20:00:00,Balzaal,7609
2014-02-16 14:00:00,2014-02-16 20:00:00,Brugzaal,7611
2014-02-16 14:00:00,2014-02-16 20:00:00,Foyer Theaterzaal ,7613
2014-02-16 14:00:00,2014-02-16 20:00:00,Wintertuin,7615
2014-02-16 14:00:00,2014-02-16 20:00:00,Diverse Zalen,7623
2014-02-17 07:00:00,2014-02-18 07:00:00,Domzaal,6917
2014-02-18 07:00:00,2014-02-19 07:00:00,Domzaal,6917
2014-02-19 20:00:00,2014-02-19 21:30:00,Domzaal,6917
2014-02-19 20:00:00,2014-02-19 22:30:00,Theaterzaal,7033
2014-02-20 09:00:00,2014-02-21 00:00:00,Diverse Zalen,7583
2014-02-20 10:00:00,2014-02-20 14:45:00,Theaterzaal,7647
2014-02-20 19:00:00,2014-02-20 23:30:00,Diverse Zalen,7751
2014-02-20 20:00:00,2014-02-20 21:30:00,Domzaal,6917
2014-02-20 20:00:00,2014-02-20 21:30:00,Theaterzaal,7647
2014-02-20 22:00:00,2014-02-21 05:00:00,Concertzaal,7631
2014-02-20 22:00:00,2014-02-20 22:45:00,Brugzaal,7745
2014-02-21 12:00:00,2014-02-22 05:00:00,Concertzaal,7385
2014-02-21 20:00:00,2014-02-21 22:00:00,Theaterzaal,7635
2014-02-21 22:00:00,2014-02-21 22:45:00,Brugzaal,7747
2014-02-22 12:00:00,2014-02-22 22:00:00,Diverse Zalen,7637
2014-02-22 20:00:00,2014-02-22 22:00:00,Theaterzaal,7637
2014-02-22 22:30:00,2014-02-23 06:00:00,Concertzaal,7453
2014-02-23 11:00:00,2014-02-23 13:00:00,Café,7825
2014-02-23 11:00:00,2014-02-23 13:00:00,Café,7825
2014-02-23 18:00:00,2014-02-23 18:00:00,Diverse Zalen,7639
2014-02-24 22:00:00,2014-02-25 05:00:00,Concertzaal,7887
2014-02-25 10:00:00,2014-02-25 22:00:00,Theaterzaal,6911
2014-02-25 20:00:00,2014-02-25 22:00:00,Balzaal,7753
2014-02-26 20:00:00,2014-02-26 21:00:00,Theaterzaal,6911
2014-02-26 20:30:00,2014-02-26 23:00:00,Balzaal,7665
2014-02-26 22:00:00,2014-02-27 05:00:00,Concertzaal,7427
2014-02-27 20:00:00,2014-02-27 21:00:00,Theaterzaal,6911
2014-02-28 19:00:00,2014-03-01 00:00:00,Concertzaal,7265
2014-02-28 20:00:00,2014-03-01 05:00:00,Balzaal,7443
2014-03-01 20:00:00,2014-03-01 22:30:00,Theaterzaal,7237
2014-03-01 21:00:00,2014-03-02 03:00:00,Balzaal,7727
2014-03-01 23:00:00,2014-03-02 06:00:00,Concertzaal,7455
2014-03-02 15:00:00,2014-03-02 16:00:00,Theaterzaal,7471
2014-03-02 19:30:00,2014-03-03 01:00:00,Balzaal,7667
2014-03-04 07:00:00,2014-03-05 07:00:00,Domzaal,6909
2014-03-04 19:00:00,2014-03-05 00:00:00,Concertzaal,7521
2014-03-05 19:00:00,2014-03-05 23:00:00,Café,7699
2014-03-05 19:30:00,2014-03-05 23:00:00,Foyer Theaterzaal ,7813
2014-03-05 20:00:00,2014-03-05 21:30:00,Domzaal,6909
2014-03-06 20:00:00,2014-03-06 21:30:00,Domzaal,6909
2014-03-07 20:00:00,2014-03-07 22:10:00,Theaterzaal,6979
2014-03-08 20:00:00,2014-03-08 22:10:00,Theaterzaal,6979
2014-03-09 19:00:00,2014-03-09 21:00:00,Minard,7447
2014-03-09 20:00:00,2014-03-09 22:00:00,Theaterzaal,7779
2014-03-10 14:30:00,2014-03-10 17:00:00,Theaterzaal,6925
2014-03-11 07:00:00,2014-03-12 07:00:00,Mokabon,6919
2014-03-11 07:00:00,2014-03-12 07:00:00,Theaterzaal,6925
2014-03-11 22:00:00,2014-03-12 05:00:00,Concertzaal,7585
2014-03-12 07:00:00,2014-03-13 07:00:00,Mokabon,6919
2014-03-12 07:00:00,2014-03-13 07:00:00,Domzaal,6935
2014-03-12 20:00:00,2014-03-12 21:20:00,Theaterzaal,6925
2014-03-12 22:00:00,2014-03-13 05:00:00,Concertzaal,7785
2014-03-13 07:00:00,2014-03-14 07:00:00,Mokabon,6919
2014-03-13 20:00:00,2014-03-13 21:20:00,Theaterzaal,6925
2014-03-13 22:00:00,2014-03-13 23:00:00,Domzaal,6935
2014-03-13 22:00:00,2014-03-14 05:00:00,Concertzaal,7787
2014-03-14 07:00:00,2014-03-15 07:00:00,Theaterzaal,6919
2014-03-14 19:30:00,2014-03-15 05:00:00,Concertzaal,7541
2014-03-14 20:00:00,2014-03-14 21:00:00,Domzaal,6935
2014-03-14 20:00:00,2014-03-14 23:00:00,Balzaal,7759
2014-03-14 23:00:00,2014-03-15 05:00:00,Balzaal,7673
2014-03-15 07:00:00,2014-03-16 07:00:00,Theaterzaal,6919
2014-03-15 20:00:00,2014-03-15 22:00:00,\N,7709
2014-03-15 23:00:00,2014-03-16 05:00:00,Balzaal,7557
2014-03-16 07:00:00,2014-03-17 07:00:00,Theaterzaal,6919
2014-03-16 19:30:00,2014-03-17 01:00:00,Concertzaal,7713
2014-03-16 20:00:00,2014-03-16 22:20:00,Balzaal,7795
2014-03-17 07:00:00,2014-03-18 07:00:00,Theaterzaal,6919
2014-03-18 07:00:00,2014-03-19 07:00:00,Theaterzaal,6919
2014-03-18 17:00:00,2014-03-18 19:00:00,Domzaal,7849
2014-03-18 20:00:00,2014-03-18 22:00:00,Balzaal,7793
2014-03-18 20:00:00,2014-03-18 22:00:00,Theaterzaal,7797
2014-03-19 16:00:00,2014-03-19 22:00:00,Wintertuin,7951
2014-03-19 20:00:00,2014-03-19 21:30:00,Theaterzaal,6919
2014-03-19 20:30:00,2014-03-19 21:00:00,Balzaal,7943
2014-03-19 22:00:00,2014-03-19 23:00:00,Café,7891
2014-03-20 10:00:00,2014-03-20 17:00:00,Theaterzaal,7815
2014-03-20 20:00:00,2014-03-20 21:30:00,Theaterzaal,6919
2014-03-20 20:00:00,2014-03-20 22:00:00,\N,7749
