Starttime,Endtime,Hall,Production
2007-12-19 20:00:00,0000-00-00 00:00:00,Balzaal,4999
2007-12-19 21:00:00,0000-00-00 00:00:00,Dansstudio,4971
2007-12-19 22:00:00,0000-00-00 00:00:00,Café,4969
2007-12-20 20:00:00,0000-00-00 00:00:00,Domzaal,4775
2007-12-20 20:00:00,0000-00-00 00:00:00,Theaterzaal,4777
2007-12-20 23:00:00,0000-00-00 00:00:00,Concertzaal,4911
2007-12-21 18:00:00,0000-00-00 00:00:00,Balzaal,5025
2007-12-21 20:00:00,0000-00-00 00:00:00,Theaterzaal,4777
2007-12-21 23:00:00,0000-00-00 00:00:00,Concertzaal,4913
2007-12-22 20:00:00,0000-00-00 00:00:00,Theaterzaal,4777
2007-12-22 22:00:00,0000-00-00 00:00:00,Balzaal,4917
2007-12-22 23:00:00,0000-00-00 00:00:00,Concertzaal,4915
2007-12-31 00:30:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",5021
2007-12-31 23:00:00,0000-00-00 00:00:00,Balzaal & Café,5019
2008-01-15 20:00:00,0000-00-00 00:00:00,Balzaal,4545
2008-01-16 20:00:00,0000-00-00 00:00:00,Balzaal,4561
2008-01-18 20:00:00,0000-00-00 00:00:00,Theaterzaal,4517
2008-01-19 20:00:00,0000-00-00 00:00:00,Theaterzaal,4517
2008-01-19 22:00:00,0000-00-00 00:00:00,Balzaal,4577
2008-01-20 14:00:00,0000-00-00 00:00:00,Café,4571
2008-01-20 20:00:00,0000-00-00 00:00:00,Theaterzaal,4519
2008-01-24 20:00:00,0000-00-00 00:00:00,Balzaal,4583
2008-01-25 20:00:00,0000-00-00 00:00:00,"NTGent, Sint-Baafsplein 17",4539
2008-01-25 23:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4581
2008-01-29 20:00:00,0000-00-00 00:00:00,Balzaal,4559
2008-01-30 22:00:00,0000-00-00 00:00:00,Balzaal,4579
2008-01-31 20:00:00,0000-00-00 00:00:00,Theaterzaal,4521
2008-02-01 20:00:00,0000-00-00 00:00:00,Theaterzaal,4521
2008-02-01 22:00:00,0000-00-00 00:00:00,Balzaal,4605
2008-02-02 20:00:00,0000-00-00 00:00:00,Theaterzaal,4521
2008-02-07 20:30:00,0000-00-00 00:00:00,Balzaal,4555
2008-02-08 20:00:00,0000-00-00 00:00:00,Balzaal,4563
2008-02-08 22:00:00,0000-00-00 00:00:00,Concertzaal,4681
2008-02-09 14:00:00,2008-02-09 19:30:00,Diverse Zalen,4625
2008-02-09 22:00:00,0000-00-00 00:00:00,Concertzaal,4607
2008-02-13 20:00:00,0000-00-00 00:00:00,Domzaal,4523
2008-02-13 21:00:00,0000-00-00 00:00:00,Domzaal,4541
2008-02-13 21:30:00,0000-00-00 00:00:00,Balzaal,4565
2008-02-13 22:00:00,0000-00-00 00:00:00,Café,4591
2008-02-14 20:00:00,0000-00-00 00:00:00,Domzaal,4523
2008-02-14 20:00:00,0000-00-00 00:00:00,Concertzaal,4557
2008-02-15 20:00:00,0000-00-00 00:00:00,Theaterzaal,4525
2008-02-16 10:00:00,2008-02-16 18:00:00,Antiekzolder,4587
2008-02-16 21:00:00,0000-00-00 00:00:00,Balzaal,4611
2008-02-16 23:00:00,0000-00-00 00:00:00,Concertzaal,4609
2008-02-17 10:00:00,2008-02-17 18:00:00,Antiekzolder,4587
2008-02-17 14:00:00,0000-00-00 00:00:00,Café,4573
2008-02-19 20:00:00,0000-00-00 00:00:00,Balzaal,4547
2008-02-20 20:00:00,0000-00-00 00:00:00,"De Bijloke, Jozef Kluyskensstraat 2",4603
2008-02-20 22:00:00,0000-00-00 00:00:00,Café,4593
2008-02-21 20:00:00,0000-00-00 00:00:00,Domzaal,4595
2008-02-22 20:00:00,0000-00-00 00:00:00,Theaterzaal,4527
2008-02-22 20:00:00,0000-00-00 00:00:00,Domzaal,4595
2008-02-22 22:00:00,0000-00-00 00:00:00,Balzaal,4613
2008-02-23 20:00:00,0000-00-00 00:00:00,Theaterzaal,4527
2008-02-23 21:00:00,0000-00-00 00:00:00,Balzaal,4615
2008-02-24 16:00:00,0000-00-00 00:00:00,Concertzaal,4621
2008-02-26 20:00:00,0000-00-00 00:00:00,Minard,4529
2008-02-27 20:00:00,0000-00-00 00:00:00,Balzaal,4567
2008-02-27 20:00:00,0000-00-00 00:00:00,Theaterzaal,4597
2008-02-28 20:00:00,0000-00-00 00:00:00,Minard,4529
2008-02-29 20:00:00,0000-00-00 00:00:00,Minard,4529
2008-02-29 20:00:00,0000-00-00 00:00:00,Theaterzaal,4599
2008-02-29 22:00:00,0000-00-00 00:00:00,Balzaal,4617
2008-03-01 20:00:00,0000-00-00 00:00:00,Minard,4529
2008-03-01 23:00:00,0000-00-00 00:00:00,Concertzaal,4683
2008-03-01 23:00:00,0000-00-00 00:00:00,Balzaal,4685
2008-03-05 11:30:00,2008-03-05 02:00:00,Café,4671
2008-03-05 11:30:00,2008-03-05 02:00:00,Diverse Zalen,4673
2008-03-05 17:00:00,2008-03-05 00:00:00,Wintertuin,4661
2008-03-05 17:00:00,2008-03-05 00:00:00,Brug & Brugzaal,4675
2008-03-05 19:00:00,2008-03-05 22:00:00,Kassaruimte Balzaal,4669
2008-03-05 20:00:00,0000-00-00 00:00:00,Minard,4531
2008-03-05 20:00:00,0000-00-00 00:00:00,Theaterzaal,4627
2008-03-05 22:00:00,0000-00-00 00:00:00,Concertzaal,4585
2008-03-05 22:00:00,0000-00-00 00:00:00,Balzaal,4629
2008-03-06 11:30:00,2008-03-06 02:00:00,Café,4671
2008-03-06 11:30:00,2008-03-06 02:00:00,Diverse Zalen,4673
2008-03-06 13:00:00,2008-03-06 18:00:00,Foyer Theaterzaal ,4631
2008-03-06 17:00:00,2008-03-06 00:00:00,Wintertuin,4661
2008-03-06 17:00:00,2008-03-06 00:00:00,Brug & Brugzaal,4675
2008-03-06 19:00:00,2008-03-06 22:00:00,Kassaruimte Balzaal,4669
2008-03-06 20:00:00,0000-00-00 00:00:00,Minard,4531
2008-03-06 20:00:00,0000-00-00 00:00:00,Balzaal,4633
2008-03-06 22:00:00,0000-00-00 00:00:00,Balzaal,4635
2008-03-06 22:00:00,0000-00-00 00:00:00,Concertzaal,4687
2008-03-07 11:30:00,2008-03-07 03:00:00,Café,4671
2008-03-07 11:30:00,2008-03-07 03:00:00,Diverse Zalen,4673
2008-03-07 17:00:00,2008-03-07 00:00:00,Wintertuin,4661
2008-03-07 17:00:00,2008-03-07 00:00:00,Brug & Brugzaal,4675
2008-03-07 19:00:00,2008-03-07 22:00:00,Kassaruimte Balzaal,4669
2008-03-07 20:00:00,0000-00-00 00:00:00,Balzaal,4637
2008-03-07 20:30:00,0000-00-00 00:00:00,Concertzaal,4589
2008-03-07 22:00:00,0000-00-00 00:00:00,Theaterzaal,4639
2008-03-07 22:00:00,0000-00-00 00:00:00,Balzaal,4641
2008-03-07 23:30:00,0000-00-00 00:00:00,Dansstudio,4643
2008-03-08 11:30:00,2008-03-08 03:00:00,Café,4671
2008-03-08 11:30:00,2008-03-08 03:00:00,Diverse Zalen,4673
2008-03-08 14:00:00,2008-03-08 00:00:00,Wintertuin,4661
2008-03-08 14:00:00,2008-03-08 00:00:00,Brug & Brugzaal,4675
2008-03-08 19:00:00,2008-03-08 22:00:00,Kassaruimte Balzaal,4669
2008-03-08 20:00:00,0000-00-00 00:00:00,Domzaal,4533
2008-03-08 20:00:00,0000-00-00 00:00:00,Theaterzaal,4623
2008-03-08 20:00:00,0000-00-00 00:00:00,Balzaal,4645
2008-03-08 21:00:00,0000-00-00 00:00:00,Domzaal,4543
2008-03-08 22:00:00,0000-00-00 00:00:00,Balzaal,4647
2008-03-08 23:00:00,0000-00-00 00:00:00,Concertzaal,4689
2008-03-08 23:30:00,0000-00-00 00:00:00,Dansstudio,4643
2008-03-09 14:00:00,0000-00-00 00:00:00,Café,4575
2008-03-09 14:00:00,2008-03-09 00:00:00,Wintertuin,4661
2008-03-09 14:00:00,2008-03-09 16:00:00,Kassaruimte Balzaal,4669
2008-03-09 14:00:00,2008-03-09 01:00:00,Diverse Zalen,4673
2008-03-09 14:00:00,2008-03-09 00:00:00,Brug & Brugzaal,4675
2008-03-09 14:30:00,2008-03-09 01:00:00,Café,4671
2008-03-09 20:00:00,0000-00-00 00:00:00,Domzaal,4533
2008-03-10 11:30:00,2008-03-10 02:00:00,Café,4671
2008-03-10 17:00:00,2008-03-10 00:00:00,Wintertuin,4661
2008-03-10 22:00:00,0000-00-00 00:00:00,Concertzaal,4553
2008-03-11 11:30:00,2008-03-11 02:00:00,Café,4671
2008-03-11 11:30:00,2008-03-11 02:00:00,Diverse Zalen,4673
2008-03-11 17:00:00,2008-03-11 00:00:00,Wintertuin,4661
2008-03-11 17:00:00,2008-03-11 00:00:00,Brug & Brugzaal,4675
2008-03-11 19:00:00,2008-03-11 22:00:00,Kassaruimte Balzaal,4669
2008-03-11 20:00:00,0000-00-00 00:00:00,Balzaal,4649
2008-03-11 22:00:00,0000-00-00 00:00:00,Balzaal,4651
2008-03-12 11:30:00,2008-03-12 02:00:00,Café,4671
2008-03-12 11:30:00,2008-03-12 02:00:00,Diverse Zalen,4673
2008-03-12 13:00:00,2008-03-12 18:00:00,Balzaal,4653
2008-03-12 17:00:00,2008-03-12 00:00:00,Wintertuin,4661
2008-03-12 17:00:00,2008-03-12 00:00:00,Brug & Brugzaal,4675
2008-03-12 19:00:00,2008-03-12 22:00:00,Kassaruimte Balzaal,4669
2008-03-12 19:30:00,2008-03-12 21:30:00,Balzaal,4653
2008-03-12 21:30:00,0000-00-00 00:00:00,Domzaal,4655
2008-03-13 11:30:00,2008-03-13 02:00:00,Café,4671
2008-03-13 11:30:00,2008-03-13 02:00:00,Diverse Zalen,4673
2008-03-13 17:00:00,2008-03-13 00:00:00,Wintertuin,4661
2008-03-13 17:00:00,2008-03-13 00:00:00,Brug & Brugzaal,4675
2008-03-13 19:00:00,2008-03-13 22:00:00,Kassaruimte Balzaal,4669
2008-03-13 20:00:00,0000-00-00 00:00:00,Balzaal,4657
2008-03-13 21:30:00,0000-00-00 00:00:00,Minard,4659
2008-03-13 21:30:00,0000-00-00 00:00:00,Domzaal,4663
2008-03-14 11:30:00,2008-03-14 03:00:00,Café,4671
2008-03-14 11:30:00,2008-03-14 03:00:00,Diverse Zalen,4673
2008-03-14 17:00:00,2008-03-14 00:00:00,Wintertuin,4661
2008-03-14 17:00:00,2008-03-14 00:00:00,Brug & Brugzaal,4675
2008-03-14 19:00:00,2008-03-14 22:00:00,Kassaruimte Balzaal,4669
2008-03-14 20:00:00,0000-00-00 00:00:00,Theaterzaal,4535
2008-03-14 20:00:00,0000-00-00 00:00:00,Balzaal,4665
2008-03-14 20:30:00,0000-00-00 00:00:00,"NTGent, Sint-Baafsplein 17",4537
2008-03-14 21:30:00,0000-00-00 00:00:00,Minard,4659
2008-03-15 11:30:00,2008-03-15 03:00:00,Café,4671
2008-03-15 11:30:00,2008-03-15 03:00:00,Diverse Zalen,4673
2008-03-15 14:00:00,2008-03-15 00:00:00,Wintertuin,4661
2008-03-15 17:00:00,2008-03-15 00:00:00,Brug & Brugzaal,4675
2008-03-15 19:00:00,2008-03-15 22:00:00,Kassaruimte Balzaal,4669
2008-03-15 20:00:00,0000-00-00 00:00:00,Theaterzaal,4535
2008-03-15 21:30:00,0000-00-00 00:00:00,Balzaal,4667
2008-03-15 22:00:00,0000-00-00 00:00:00,Concertzaal,4691
2008-03-18 20:00:00,0000-00-00 00:00:00,Balzaal,4549
2008-03-18 22:00:00,0000-00-00 00:00:00,Café,4619
2008-03-19 09:00:00,2008-03-19 22:00:00,Theaterzaal,4677
2008-03-19 20:00:00,0000-00-00 00:00:00,Balzaal,4569
2008-03-19 22:00:00,0000-00-00 00:00:00,Concertzaal,4693
2008-03-20 20:00:00,0000-00-00 00:00:00,Balzaal,4601
2008-03-20 22:00:00,0000-00-00 00:00:00,Concertzaal,4695
2008-03-21 20:00:00,0000-00-00 00:00:00,Theaterzaal,4679
2008-03-21 20:30:00,0000-00-00 00:00:00,\N,4703
2008-03-21 22:00:00,0000-00-00 00:00:00,Concertzaal,4551
2008-03-22 22:00:00,0000-00-00 00:00:00,Balzaal,4697
2008-03-22 23:00:00,0000-00-00 00:00:00,Concertzaal,4699
2008-03-28 20:00:00,0000-00-00 00:00:00,Diverse Zalen,4701
2008-03-29 19:30:00,0000-00-00 00:00:00,Diverse Zalen,4701
2008-04-01 20:00:00,0000-00-00 00:00:00,Concertzaal,4343
2008-04-04 19:30:00,0000-00-00 00:00:00,Diverse Zalen,4365
2008-04-08 20:00:00,0000-00-00 00:00:00,Balzaal,4337
2008-04-09 20:00:00,0000-00-00 00:00:00,Balzaal,4369
2008-04-10 20:00:00,0000-00-00 00:00:00,Theaterzaal,4305
2008-04-10 22:00:00,0000-00-00 00:00:00,Café,4357
2008-04-11 20:00:00,0000-00-00 00:00:00,Theaterzaal,4305
2008-04-11 20:00:00,0000-00-00 00:00:00,Domzaal,4399
2008-04-11 20:30:00,0000-00-00 00:00:00,"NTGent, Sint-Baafsplein 17",4307
2008-04-11 21:00:00,0000-00-00 00:00:00,Foyer Theaterzaal ,4329
2008-04-12 20:00:00,0000-00-00 00:00:00,Theaterzaal,4305
2008-04-12 20:30:00,0000-00-00 00:00:00,Balzaal,4381
2008-04-12 23:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4379
2008-04-15 20:00:00,0000-00-00 00:00:00,Balzaal,4333
2008-04-15 20:00:00,0000-00-00 00:00:00,Theaterzaal,4345
2008-04-15 22:00:00,0000-00-00 00:00:00,Concertzaal,4383
2008-04-16 20:00:00,0000-00-00 00:00:00,Domzaal,4309
2008-04-16 22:00:00,0000-00-00 00:00:00,Balzaal,4339
2008-04-17 10:30:00,2008-04-17 17:00:00,Theaterzaal,4401
2008-04-17 20:00:00,0000-00-00 00:00:00,Domzaal,4309
2008-04-17 20:30:00,0000-00-00 00:00:00,"NTGent, Sint-Baafsplein 17",4313
2008-04-18 20:00:00,0000-00-00 00:00:00,Theaterzaal,4363
2008-04-18 20:30:00,0000-00-00 00:00:00,"NTGent, Sint-Baafsplein 17",4313
2008-04-19 20:00:00,0000-00-00 00:00:00,Theaterzaal,4363
2008-04-19 22:30:00,0000-00-00 00:00:00,Balzaal,4385
2008-04-19 23:00:00,0000-00-00 00:00:00,Concertzaal,4387
2008-04-20 20:00:00,0000-00-00 00:00:00,Theaterzaal,4331
2008-04-20 20:30:00,0000-00-00 00:00:00,Balzaal,4359
2008-04-21 20:00:00,2008-04-21 22:30:00,"Cinema Sphinx, Sint-Michielshelling 3",4415
2008-04-21 23:00:00,0000-00-00 00:00:00,Theaterzaal,4411
2008-04-22 20:00:00,0000-00-00 00:00:00,Concertzaal,4389
2008-04-22 20:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4441
2008-04-22 21:30:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4447
2008-04-22 23:00:00,0000-00-00 00:00:00,"Cinema Sphinx, Sint-Michielshelling 3",4437
2008-04-23 18:00:00,2008-04-23 00:00:00,Diverse Zalen,4421
2008-04-23 18:30:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4449
2008-04-23 20:00:00,0000-00-00 00:00:00,Minard,4351
2008-04-23 20:00:00,2008-04-23 22:00:00,Domzaal,4413
2008-04-23 20:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4447
2008-04-23 23:00:00,0000-00-00 00:00:00,Theaterzaal,4411
2008-04-24 13:00:00,2008-04-24 00:00:00,Diverse Zalen,4421
2008-04-24 13:30:00,2008-04-24 17:30:00,"Zebrastraat, Zebrastraat 34",4425
2008-04-24 16:00:00,0000-00-00 00:00:00,Brugzaal,4403
2008-04-24 18:30:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4445
2008-04-24 20:00:00,0000-00-00 00:00:00,Minard,4351
2008-04-24 20:00:00,2008-04-24 22:00:00,Domzaal,4417
2008-04-24 20:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4443
2008-04-24 21:30:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4441
2008-04-24 23:00:00,2008-04-24 00:20:00,Op Locatie,4427
2008-04-25 13:00:00,2008-04-25 00:00:00,Diverse Zalen,4421
2008-04-25 18:30:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4451
2008-04-25 20:00:00,2008-04-25 22:30:00,Domzaal,4419
2008-04-25 20:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4445
2008-04-25 21:30:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4449
2008-04-25 23:00:00,2008-04-25 00:30:00,Op Locatie,4427
2008-04-25 23:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4443
2008-04-25 23:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4453
2008-04-26 13:00:00,2008-04-26 00:00:00,Diverse Zalen,4421
2008-04-26 15:00:00,2008-04-26 16:00:00,Op Locatie,4427
2008-04-26 15:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4453
2008-04-26 16:30:00,2008-04-26 17:30:00,Op Locatie,4427
2008-04-26 16:30:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4447
2008-04-26 18:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4443
2008-04-26 18:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4445
2008-04-26 19:30:00,2008-04-26 20:45:00,Op Locatie,4427
2008-04-26 20:30:00,0000-00-00 00:00:00,Theaterzaal,4455
2008-04-26 21:00:00,0000-00-00 00:00:00,Diverse Zalen,4439
2008-04-26 22:00:00,0000-00-00 00:00:00,Café,4423
2008-04-26 22:30:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4451
2008-04-27 15:00:00,0000-00-00 00:00:00,"Cinema Sphinx, Sint-Michielshelling 3",4437
2008-04-27 16:30:00,2008-04-27 17:30:00,Op Locatie,4427
2008-04-27 18:00:00,0000-00-00 00:00:00,Diverse Zalen,4439
2008-04-29 20:00:00,0000-00-00 00:00:00,Theaterzaal,4353
2008-04-29 20:00:00,0000-00-00 00:00:00,Balzaal,4371
2008-04-29 22:00:00,0000-00-00 00:00:00,Concertzaal,4391
2008-04-30 20:00:00,0000-00-00 00:00:00,Theaterzaal,4405
2008-04-30 22:00:00,0000-00-00 00:00:00,Concertzaal,4393
2008-04-30 22:00:00,0000-00-00 00:00:00,Balzaal,4395
2008-05-01 20:00:00,0000-00-00 00:00:00,Theaterzaal,4315
2008-05-01 20:30:00,0000-00-00 00:00:00,Balzaal,4367
2008-05-02 20:00:00,0000-00-00 00:00:00,Theaterzaal,4315
2008-05-03 20:00:00,0000-00-00 00:00:00,Theaterzaal,4315
2008-05-03 22:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4473
2008-05-06 20:00:00,0000-00-00 00:00:00,Minard,4319
2008-05-06 20:00:00,0000-00-00 00:00:00,Balzaal,4409
2008-05-07 20:00:00,0000-00-00 00:00:00,Minard,4319
2008-05-07 20:00:00,0000-00-00 00:00:00,Theaterzaal,4347
2008-05-07 20:00:00,0000-00-00 00:00:00,Balzaal,4433
2008-05-08 20:00:00,0000-00-00 00:00:00,Minard,4319
2008-05-08 20:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4341
2008-05-09 20:00:00,0000-00-00 00:00:00,Theaterzaal,4317
2008-05-10 20:00:00,0000-00-00 00:00:00,Theaterzaal,4317
2008-05-10 23:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4475
2008-05-11 20:00:00,0000-00-00 00:00:00,Theaterzaal,4317
2008-05-12 00:00:00,0000-00-00 00:00:00,Diverse Zalen,4461
2008-05-13 00:00:00,0000-00-00 00:00:00,Diverse Zalen,4461
2008-05-13 20:00:00,0000-00-00 00:00:00,Op Locatie,4509
2008-05-13 22:00:00,0000-00-00 00:00:00,Café,4457
2008-05-14 00:00:00,0000-00-00 00:00:00,Diverse Zalen,4461
2008-05-14 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-05-14 20:00:00,0000-00-00 00:00:00,Diverse Zalen,4355
2008-05-14 20:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4431
2008-05-15 00:00:00,0000-00-00 00:00:00,Diverse Zalen,4461
2008-05-15 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-05-15 20:00:00,0000-00-00 00:00:00,Balzaal,4349
2008-05-15 20:00:00,0000-00-00 00:00:00,Theaterzaal,4459
2008-05-15 22:00:00,0000-00-00 00:00:00,Café,4373
2008-05-16 00:00:00,0000-00-00 00:00:00,Diverse Zalen,4461
2008-05-16 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-05-16 23:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4477
2008-05-17 00:00:00,0000-00-00 00:00:00,Diverse Zalen,4461
2008-05-17 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-05-17 22:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4479
2008-05-18 00:00:00,0000-00-00 00:00:00,Diverse Zalen,4461
2008-05-19 00:00:00,0000-00-00 00:00:00,Diverse Zalen,4461
2008-05-20 20:00:00,0000-00-00 00:00:00,Balzaal,4361
2008-05-21 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-05-21 20:00:00,0000-00-00 00:00:00,Theaterzaal,4335
2008-05-21 22:00:00,0000-00-00 00:00:00,Café,4377
2008-05-22 20:00:00,0000-00-00 00:00:00,Domzaal,4321
2008-05-22 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-05-22 21:30:00,0000-00-00 00:00:00,Balzaal,4435
2008-05-23 19:30:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4481
2008-05-23 20:00:00,0000-00-00 00:00:00,Domzaal,4321
2008-05-23 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-05-23 20:00:00,0000-00-00 00:00:00,Theaterzaal,4397
2008-05-24 20:00:00,0000-00-00 00:00:00,Domzaal,4321
2008-05-24 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-05-24 20:00:00,0000-00-00 00:00:00,Theaterzaal,4325
2008-05-24 20:30:00,0000-00-00 00:00:00,Concertzaal,4483
2008-05-24 22:00:00,0000-00-00 00:00:00,Balzaal,4407
2008-05-27 20:00:00,0000-00-00 00:00:00,Theaterzaal,4465
2008-05-28 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-05-28 21:00:00,0000-00-00 00:00:00,Theaterzaal,4463
2008-05-29 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-05-29 20:00:00,0000-00-00 00:00:00,Domzaal,4327
2008-05-29 22:00:00,0000-00-00 00:00:00,Café,4375
2008-05-30 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-05-30 20:00:00,0000-00-00 00:00:00,Domzaal,4327
2008-05-30 21:00:00,0000-00-00 00:00:00,Theaterzaal,4311
2008-05-30 21:00:00,0000-00-00 00:00:00,Theaterzaal,4429
2008-05-31 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-05-31 20:00:00,0000-00-00 00:00:00,Domzaal,4327
2008-05-31 20:30:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4485
2008-06-04 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-06-05 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-06-05 20:00:00,0000-00-00 00:00:00,Balzaal,4511
2008-06-06 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-06-06 20:00:00,0000-00-00 00:00:00,Balzaal,4469
2008-06-07 20:00:00,0000-00-00 00:00:00,Minard,4323
2008-06-14 23:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4487
2008-06-17 20:00:00,0000-00-00 00:00:00,Domzaal,4467
2008-06-19 20:00:00,0000-00-00 00:00:00,Domzaal,4467
2008-06-21 20:00:00,0000-00-00 00:00:00,Domzaal,4467
2008-06-21 22:30:00,0000-00-00 00:00:00,Balzaal,4471
2008-06-21 23:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4489
2008-06-24 22:00:00,0000-00-00 00:00:00,Café,4501
2008-06-25 22:00:00,0000-00-00 00:00:00,Café,4503
2008-06-25 23:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4491
2008-06-26 23:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4493
2008-06-27 20:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4495
2008-06-27 20:30:00,0000-00-00 00:00:00,Concertzaal,4513
2008-06-27 23:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4497
2008-06-28 23:00:00,0000-00-00 00:00:00,"Academieraadzaal RUG, Volderstraat 9",4499
2008-06-29 22:00:00,0000-00-00 00:00:00,Café,4505
2008-06-30 17:00:00,2008-06-30 22:00:00,Concertzaal,4515
2008-06-30 22:00:00,0000-00-00 00:00:00,Café,4507
2008-07-01 14:00:00,2008-07-01 20:00:00,Concertzaal,4515
2008-07-01 22:00:00,0000-00-00 00:00:00,Café,4261
2008-07-02 14:00:00,2008-07-02 20:00:00,Concertzaal,4515
2008-07-02 22:00:00,0000-00-00 00:00:00,Café,4263
2008-07-03 14:00:00,2008-07-03 20:00:00,Concertzaal,4515
2008-07-04 14:00:00,2008-07-04 00:00:00,Concertzaal,4515
2008-07-05 23:00:00,0000-00-00 00:00:00,Concertzaal,4275
2008-07-18 10:00:00,2008-07-18 18:00:00,"S.M.A.K., Jan Hoetplein 1",4265
2008-07-18 21:00:00,0000-00-00 00:00:00,"S.M.A.K., Jan Hoetplein 1",4269
2008-07-18 23:00:00,0000-00-00 00:00:00,Diverse Zalen,4259
2008-07-19 10:00:00,2008-07-19 18:00:00,"S.M.A.K., Jan Hoetplein 1",4265
2008-07-19 16:00:00,0000-00-00 00:00:00,"S.M.A.K., Jan Hoetplein 1",4267
2008-07-19 23:00:00,0000-00-00 00:00:00,Diverse Zalen,4259
2008-07-20 10:00:00,2008-07-20 18:00:00,"S.M.A.K., Jan Hoetplein 1",4265
2008-07-20 23:00:00,0000-00-00 00:00:00,Diverse Zalen,4259
2008-07-21 10:00:00,2008-07-21 18:00:00,"S.M.A.K., Jan Hoetplein 1",4265
2008-07-21 23:00:00,0000-00-00 00:00:00,Diverse Zalen,4259
2008-07-22 10:00:00,2008-07-22 18:00:00,"S.M.A.K., Jan Hoetplein 1",4265
2008-07-22 23:00:00,0000-00-00 00:00:00,Diverse Zalen,4259
2008-07-23 10:00:00,2008-07-23 18:00:00,"S.M.A.K., Jan Hoetplein 1",4265
2008-07-23 23:00:00,0000-00-00 00:00:00,Diverse Zalen,4259
2008-07-24 10:00:00,2008-07-24 18:00:00,"S.M.A.K., Jan Hoetplein 1",4265
2008-07-24 23:00:00,0000-00-00 00:00:00,Diverse Zalen,4259
2008-07-25 10:00:00,2008-07-25 18:00:00,"S.M.A.K., Jan Hoetplein 1",4265
2008-07-25 23:00:00,0000-00-00 00:00:00,Diverse Zalen,4259
2008-07-26 10:00:00,2008-07-26 18:00:00,"S.M.A.K., Jan Hoetplein 1",4265
2008-07-26 23:00:00,0000-00-00 00:00:00,Diverse Zalen,4259
